,sent_id,sent,phrase_id,phrase,phrase_span,entity_id,entity,CE,label
0,132,"Dry eye symptoms due to Sjogren syndrome were also observed, and visual acuity OU decreased suddenly 10 days after hospitalization.",0,Sjogren syndrome,"(24, 40)",0,Sjogren syndrome,cause,DISEASE
0,132,"Dry eye symptoms due to Sjogren syndrome were also observed, and visual acuity OU decreased suddenly 10 days after hospitalization.",0,Dry eye symptoms,"(0, 16)",0,Dry eye symptoms,effect,DISEASE
0,134,"These findings suggest that higher levels of serum galectin-3 may be associated with the development of pSS, particularly with ILD.Shenyang 110001, China.",0,higher levels of serum galectin-3,"(28, 61)",0,galectin-3,cause,CHEMICAL
0,134,"These findings suggest that higher levels of serum galectin-3 may be associated with the development of pSS, particularly with ILD.Shenyang 110001, China.",0,the development of pSS,"(85, 107)",0,pSS,effect,DISEASE
0,135,"COPD was a common finding in patients with pSS, even among never-smoking patients.",0,COPD,"(0, 4)",0,COPD,cause,DISEASE
1,135,"COPD was a common finding in patients with pSS, even among never-smoking patients.",1,patients with pS,"(29, 45)",0,pSS,cause,DISEASE
0,135,"COPD was a common finding in patients with pSS, even among never-smoking patients.",0,S,"(45, 46)",0,pSS,effect,DISEASE
0,136,"Fibromyalgia has been diagnosed in a significantly higher percentage of SLE patients than pSS patients (32% vs. 18%, p=0.022) even if the percentage of patients reporting fatigue and pain was higher among pSS patients.",0,pain was higher,"(183, 198)",0,pain,cause,DISEASE
0,138,"Non-SS sicca subjects may show implications of mild inflammation in their glandular tissue, while their protein profile was strikingly more similar to healthy controls than to pSS patients.",2,S,"(178, 179)",0,pSS,cause,DISEASE
0,138,"Non-SS sicca subjects may show implications of mild inflammation in their glandular tissue, while their protein profile was strikingly more similar to healthy controls than to pSS patients.",0,sicca subjects,"(7, 21)",0,Non-SS sicca,effect,DISEASE
1,138,"Non-SS sicca subjects may show implications of mild inflammation in their glandular tissue, while their protein profile was strikingly more similar to healthy controls than to pSS patients.",1,show implications of mild inflammation in their glandular tissue,"(26, 90)",0,inflammation,effect,DISEASE
0,144,"Our findings demonstrated a Treg-independent upregulation of Th17 generation in pSS, which is likely due to a lack of IL-2-mediated suppression of Th17 differentiation.",0,Treg-independent upregulation of Th17 generation in pSS,"(28, 83)",0,pSS,effect,DISEASE
0,145,The main findings of this study indicate a functional network in which several IL-1≈í‚â§-related molecules in CSF influence fatigue in addition to the classical clinical factors of depression and pain.,1,in CSF influence fatigue,"(114, 138)",0,fatigue,effect,DISEASE
0,146,"Nontuberculous mycobacteria can cause progressive, fatal disease.",0,Nontuberculous mycobacteria,"(0, 27)",0,Nontuberculous mycobacteria,cause,DISEASE
0,147,"Symptoms of PCI are non-specific: abdominal pain, vomiting, constipation, bloating and weight loss.",1,weight loss,"(87, 98)",0,weight loss,effect,DISEASE
0,148,Inflammation of the eye is often times seen in association with systemic inflammatory diseases.,0,Inflammation of the eye,"(0, 23)",0,Inflammation of the eye,cause,DISEASE
0,150,"Our results suggest that among symptomatic patients, having a diagnosis of SS may be associated with better emotional and psychological well-being compared with patients without a diagnosis.",0,having a diagnosis of SS,"(53, 77)",0,SS,cause,CHEMICAL
0,151,"Chronic widespread musculoskeletal pain and fatigue are the clinical hallmarks of fibromyalgia (FM), a clinical entity which can be associated to connective tissue disease.",0,connective,"(146, 156)",0,connective tissue disease,effect,DISEASE
1,151,"Chronic widespread musculoskeletal pain and fatigue are the clinical hallmarks of fibromyalgia (FM), a clinical entity which can be associated to connective tissue disease.",1,disease,"(164, 171)",0,connective tissue disease,effect,DISEASE
0,152,"Dry mouth makes talking difficult, tasting and chewing properly, impairing quality of life of these patients.",0,Dry mouth,"(0, 9)",0,Dry mouth,cause,DISEASE
0,153,"Peripheral neuropathy was observed in six (7.9¬¨‚Ä†%) of 76 patients with SS as the underlying disease; three were cases of multiple mononeuropathy, two cases had sensory ataxic neuropathy, one of which was autonomic neuropathy, and one case was diagnosed as painful sensory neuropathy without sensory ataxia.",1,SS as the underlying disease,"(81, 109)",0,SS,cause,DISEASE
0,153,"Peripheral neuropathy was observed in six (7.9¬¨‚Ä†%) of 76 patients with SS as the underlying disease; three were cases of multiple mononeuropathy, two cases had sensory ataxic neuropathy, one of which was autonomic neuropathy, and one case was diagnosed as painful sensory neuropathy without sensory ataxia.",0,Peripheral neuropathy,"(0, 21)",0,Peripheral neuropathy,effect,DISEASE
1,153,"Peripheral neuropathy was observed in six (7.9¬¨‚Ä†%) of 76 patients with SS as the underlying disease; three were cases of multiple mononeuropathy, two cases had sensory ataxic neuropathy, one of which was autonomic neuropathy, and one case was diagnosed as painful sensory neuropathy without sensory ataxia.",1,pathy,"(287, 292)",0,painful sensory neuropathy,effect,DISEASE
0,154,inflammatory back pain and radiologic sacroiliitis is increased in patients with primary SS.,0,and radiologic sacroiliitis,"(23, 50)",0,sacroiliitis,cause,DISEASE
0,154,inflammatory back pain and radiologic sacroiliitis is increased in patients with primary SS.,0,back pain,"(13, 22)",0,pain,effect,DISEASE
0,155,This is the first case report of a patient receiving chronic immunosuppressive therapy to develop orbital inflammation after Zoledronic acid infusion.,1,Zoledronic acid infusion,"(125, 149)",0,Zoledronic acid,cause,CHEMICAL
0,155,This is the first case report of a patient receiving chronic immunosuppressive therapy to develop orbital inflammation after Zoledronic acid infusion.,0,develop orbital inflammation,"(90, 118)",0,inflammation,effect,DISEASE
0,157,"Three percent diquafosol tetrasodium treatment could be considered as an additive or substitute treatment when artificial tear treatment is insufficient, as it improved OSS and TBUT.",0,Three percent diquafosol tetrasodium treatment could be considered as an additive or substitute treatment when,"(0, 110)",0,diquafosol tetrasodium,effect,CHEMICAL
0,158,Prednisolone is a potent anti-inflammatory and immunosuppressive drug commonly used in autoimmune diseases.,0,Prednis,"(0, 7)",0,Prednisolone,cause,CHEMICAL
0,158,Prednisolone is a potent anti-inflammatory and immunosuppressive drug commonly used in autoimmune diseases.,1,olone,"(7, 12)",0,Prednisolone,effect,CHEMICAL
0,161,Symptoms of neuropathy and the possibility of a cognitive dysfunction are discussed as part of PSS.,0,ne,"(12, 14)",0,neuropathy,cause,DISEASE
1,161,Symptoms of neuropathy and the possibility of a cognitive dysfunction are discussed as part of PSS.,1,pathy,"(17, 22)",0,neuropathy,cause,DISEASE
0,161,Symptoms of neuropathy and the possibility of a cognitive dysfunction are discussed as part of PSS.,0,possibility of a cognitive dysfunction are discussed as part of PSS,"(31, 98)",0,cognitive dysfunction,effect,DISEASE
1,161,Symptoms of neuropathy and the possibility of a cognitive dysfunction are discussed as part of PSS.,0,possibility of a cognitive dysfunction are discussed as part of PSS,"(31, 98)",1,PSS,effect,CHEMICAL
0,167,"Leading causes of mortality were cardiovascular diseases, solid-organ and lymphoid malignancies and infections; however, it is unclear whether these observed causes were overrepresented in patients with pSS as compared with the general population.",0,cardiovascular diseases,"(33, 56)",0,cardiovascular diseases,cause,DISEASE
0,168,Our study identified important initial clinical and immunological factors associated with subsequent manifestations in patients with pSS over a long follow-up period.,1,S,"(135, 136)",0,pSS,cause,DISEASE
0,170,"Our findings suggest that DN T cells are actively involved in the pathogenic mechanisms leading to glandular dysfunction and damage in pSS and may play a role in ectopic lymphoneogenesis development occurring during the disease.Pozzo, s.n.c., Perugia I-06126, Italy.",0,DN T cells are actively involved in the pathogenic mechanisms,"(26, 87)",0,DN T,cause,DISEASE
0,170,"Our findings suggest that DN T cells are actively involved in the pathogenic mechanisms leading to glandular dysfunction and damage in pSS and may play a role in ectopic lymphoneogenesis development occurring during the disease.Pozzo, s.n.c., Perugia I-06126, Italy.",0,glandular dysfunction and damage in pSS,"(99, 138)",0,glandular dysfunction,effect,DISEASE
1,170,"Our findings suggest that DN T cells are actively involved in the pathogenic mechanisms leading to glandular dysfunction and damage in pSS and may play a role in ectopic lymphoneogenesis development occurring during the disease.Pozzo, s.n.c., Perugia I-06126, Italy.",0,glandular dysfunction and damage in pSS,"(99, 138)",1,pSS,effect,DISEASE
0,173,"Awareness and detection of dry eye syndrome and secondary Sjogren's syndrome in rheumatoid arthritis was crucial for evaluation of their severity and proper management.University, Bangkok, Thailand.",0,dry eye syndrome,"(27, 43)",0,dry eye syndrome,cause,DISEASE
1,173,"Awareness and detection of dry eye syndrome and secondary Sjogren's syndrome in rheumatoid arthritis was crucial for evaluation of their severity and proper management.University, Bangkok, Thailand.",1,Sjogren's syndrome,"(58, 76)",0,Sjogren's syndrome,cause,DISEASE
0,175,"Although patients with pSS appear to have increased arterial stiffness, risk factors associated with arterial stiffness in these patients are similar to the general population.",1,arterial stiffness,"(101, 119)",0,arterial stiffness,effect,DISEASE
0,177,Associated optic neuritis often mimics demyelinating disease such as multiple sclerosis.,0,Associated optic neuritis often mimics demyelinating disease,"(0, 60)",0,optic neuritis,cause,DISEASE
1,177,Associated optic neuritis often mimics demyelinating disease such as multiple sclerosis.,0,Associated optic neuritis often mimics demyelinating disease,"(0, 60)",1,demyelinating disease,cause,DISEASE
0,178,"Dry eye and dry mouth symptoms are each reported by up to 30% of persons more than 65¬¨‚Ä†years of age, particularly in women.",0,dry mouth symptoms,"(12, 30)",0,dry mouth symptoms,effect,DISEASE
0,180,"The results suggest that MRI of the parotid glands is a useful noninvasive tool for evaluating destruction and inflammation in the salivary glands.Ibaraki , Japan.Oct 8.",1,destruction and inflammation in the salivary glands,"(95, 146)",0,inflammation,effect,DISEASE
0,181,"In the light of accepted models of MALT B-cell lymphomagenesis and considering previous data implicating Cp infection in ocular adnexa MALT lymphoma, our results suggest that Cp infection could be involved also in a fraction of patients with SS developing lymphoma.",0,MAL,"(35, 38)",0,MALT B-cell lymphomagenesis,cause,DISEASE
1,181,"In the light of accepted models of MALT B-cell lymphomagenesis and considering previous data implicating Cp infection in ocular adnexa MALT lymphoma, our results suggest that Cp infection could be involved also in a fraction of patients with SS developing lymphoma.",1,genesis,"(55, 62)",0,MALT B-cell lymphomagenesis,cause,DISEASE
2,181,"In the light of accepted models of MALT B-cell lymphomagenesis and considering previous data implicating Cp infection in ocular adnexa MALT lymphoma, our results suggest that Cp infection could be involved also in a fraction of patients with SS developing lymphoma.",2,infection,"(108, 117)",0,infection,cause,DISEASE
0,181,"In the light of accepted models of MALT B-cell lymphomagenesis and considering previous data implicating Cp infection in ocular adnexa MALT lymphoma, our results suggest that Cp infection could be involved also in a fraction of patients with SS developing lymphoma.",1,in a fraction of patients with SS developing,"(211, 255)",0,SS,effect,DISEASE
0,182,"ANA antibodies should also be considered in a titre of less than 1 : 320, but the presence of anti-SS-A antibodies is still the most important immunological marker for pSS.",0,ANA,"(0, 3)",0,ANA,cause,CHEMICAL
0,184,Reduced TSLP expression in pSS patients is associated with increased local and systemic inflammatory markers.,0,Reduced TSLP expression in pSS patients,"(0, 39)",0,pSS,cause,DISEASE
0,185,"Dry eye and dry mouth symptoms are each reported by up to 30% of persons more than 65 years of age, particularly in women.",0,and dry mouth symptoms,"(8, 30)",0,dry mouth symptoms,effect,DISEASE
0,186,"All patients (3 women, aged 46, 59, and 84 years) had several years of dry-eye disease history and recurrent keratitis despite having used maximal dose topical therapies including artificial tear substitutes, topical vitamin A, and cyclosporine 0.05% emulsion.",1,keratitis,"(109, 118)",0,keratitis,effect,DISEASE
